GiftRegistryFlag,LoyaltyMember,NPSSegments,nps,ShipDays,TransitDays,DaysToArrive,Backorder,NumOfPackages,DeliverySelection,DeliveryFee,units,retail,APPAREL,BEAUTY,HANDBAGS AND ACCESSORIES,home,JEWELRY,shoes,Carrier,OnTime,LateReason,Accurate,InaccurateReason,GoodCondition,BadConditionReason,EmailClear,PricesClear,PromotionsValid,RewardsGood,ValueItemGood,ReturnEasy,DeliveryFast,AgentAvailable,AgentEffective,ContactedCsAgent,NumCSContacts,LevelOfEffort,PromotersMostImportant,NotRecommendReason,TellFriends,AdditionalFeedback,DidNotFind
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,2,129.98,Y,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,10,99,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,NULL
No,No,Promoter,10,1,2,3,N,1,Standard,0,2,36.98,Y,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,No,Promoter,10,0,2,2,N,1,Standard,0,2,59.98,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,10,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,"a very simplified way of shopping online, very convenient, less time consuming and always great sales.",NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,9.95,1,16.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,2,77.79,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,10,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,It shipped fast!,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,127.96,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,7,10,99,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,I love Company's. I have shopped there for years !!,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,2,39.97,Y,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,5,10,10,10,10,10,Yes by phone,1 time,Very low effort,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,2,69.98,,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,99,99,99,99,99,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,The updates were very much appreciated and I was also impressed with the degree of efficiency and concern.,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,4,124.48,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,8,8,8,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Shipping  was fast and I like the way the filters are set up now.,The only thing I don't like about online ordering is that I have to bring the invoice to return an item to the store. Why can't the tag be coded the way it is at the store for a purchase?,NULL
No,No,Promoter,10,0,2,2,N,3,Standard,0,5,248.96,Y,,,Y,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,99,99,2,99,7,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,yes It was good better than Nordstrom encounter!!,Was good.Delvery was on target except for one item.Condition of each item and quality of packing made all the difference.Had the items in poor condition when I ordered from Nordstrom.,NULL
No,Yes,Passive,8,2,1,3,N,2,Standard,0,2,47.98,Y,,,Y,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,3,5,6,3,2,8,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL
No,No,Promoter,10,2,1,3,N,2,Standard,0,2,144.73,Y,,,,Y,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,8,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Great experience.  Easy and quick return and repurchase.  Great service,NULL,NULL
No,Yes,Promoter,10,2,1,3,N,3,Standard,0,4,397.77,,,Y,Y,,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,7,7,7,99,8,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,No,Promoter,10,2,1,3,N,2,Standard,0,3,37.97,,,,Y,,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,9,9,99,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,Enjoy the ease of no pressure shopping and the assurance that my order is accurate the first time.  Shipping is always either on time or early.  I depend on Company's to get it right and they never disappoint me.,NULL,NULL
No,No,Promoter,9,2,1,3,N,1,Standard,0,1,14.99,,,,Y,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,99,9,99,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,The website was easy to navigate. I was impressed with the deal offered and I was very happy with the product when it was delivered.,NULL,NULL
No,No,Passive,8,2,1,3,N,1,Standard,0,1,49.99,,,,Y,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,7,8,6,7,8,10,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL
No,Yes,Detractor,0,2,1,3,N,1,Standard,0,1,199.99,,,,Y,,,FedEx,Later than expected,None of the above,Yes,NULL,Yes,NULL,No,0,0,0,0,0,0,NULL,NULL,No,NULL,NULL,NULL,Price & Value,Promotional sale is phony!  Discount is not applicable on all store items.  Need to read the fine print.,NULL,NULL
No,No,Detractor,0,2,1,3,N,1,Express (1 Day),0,1,52.99,Y,,,,,,FedEx,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,5,0,0,8,5,5,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,Items I tried to buy were not available,NULL,Alfani dress shoes
No,Yes,Promoter,9,1,3,4,N,2,Standard,0,5,201.97,Y,,,,,,Sure Post,Later than expected,Longer than expected for multiple shipments,Cannot Answer,NULL,Cannot Answer,NULL,Yes,5,1,1,1,7,7,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,It was OK but all of the coupons that Company's offer never seem to be able to be used for any of the items you order.  They should just stop the coupon offer or make them more user friendly and acceptable.,NULL,NULL
No,Yes,Detractor,0,3,3,6,N,1,Standard,0,4,75.96,,,,Y,,,UPS,Later than expected,"Issue with original, had to wait for replacement",No,None of the above,Yes,NULL,No,10,99,99,10,99,0,NULL,0,Yes by email,Issue still unresolved,Very high effort,NULL,Product Delivery,I ordered two cookware sets and two roasting pans (and charged for two of each) and received one of each. The shipping paper said two but there was only one of each. I contacted customer service and only one more of the cookware was shipped. I had to contact them again about the roasting pan to be told you are out of stock. It was in stock when I ordered and paid for it. This is the worst customer service I have ever had with any company. Guess what....the same thing happened in 2013 on my order.  With this happening to me two times how many times has it happened to others? Do you not have a quality control department to check behind the packers and does the shipping weight not tell you something is missing? I have never had this problem with Kohl's or anyone else.,Poor customer service,NULL
No,Yes,Promoter,9,3,3,6,N,1,Standard,0,3,107.97,Y,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,99,9,9,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Passive,8,0,3,3,N,2,Standard,0,4,397.46,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,1,4,2,6,6,8,NULL,NULL,No,NULL,NULL,NULL,Price & Value,It's all good,NULL,NULL
No,No,Promoter,10,0,3,3,N,1,Standard,9.95,1,39.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,99,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,How the order process was so easy,NULL,NULL
No,No,Promoter,9,0,3,3,N,1,Standard,0,2,272.5,,,,,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,6,9,8,8,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,NULL,NULL
No,No,Passive,8,0,3,3,N,1,Express (1 Day),0,2,279.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,99,99,5,6,8,NULL,NULL,No,NULL,NULL,NULL,Price & Value,The quality of clothes and quick shipping,Would love Company's to expand its line of women's plus size business suits.,NULL
No,No,Promoter,10,0,3,3,N,1,Standard,19.9,2,69.98,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,99,8,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,not in my size
No,Yes,Detractor,3,3,3,6,N,1,Standard,0,1,279.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,7,5,6,6,99,6,NULL,NULL,No,NULL,NULL,NULL,Customer Support,Will not recommend because for last few weeks we are having problems with on line access to credit card statement and payment.,Fix your credit card linking with the accounts. I have wasted more than few hours with your help desk but no one is able to help.,NULL
No,No,Promoter,10,1,3,4,N,2,Standard,9.95,2,47.17,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,8,8,8,99,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,No,Promoter,10,0,3,3,N,1,Standard,0,5,95.93,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,6,10,6,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,"Pleasant staff, efficiency and easy access.",none,NULL
No,Yes,Promoter,9,1,3,4,N,2,Standard,0,3,77.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,4,0,99,4,9,10,8,6,Yes by phone,Issue still unresolved,Moderate effort,Product Selection & Availability,NULL,Liked the products but I didn't receive the extra family and friends discount on the coats.,I could have bought the coat at the Company's in the mall and received the discount using the coupon but they didn't have the XXS size that I needed only xs.,NULL
No,No,Promoter,10,1,3,4,N,1,Standard,0,3,100,,Y,,,,,UPS,Earlier than expected,NULL,No,None of the above,Yes,NULL,Yes,10,99,99,10,10,10,NULL,10,Yes by email,1 time,Very low effort,Customer Support,NULL,"They forgot to send a gift box with my order. However, customer service was superb! Box came today. Merchandise was beautiful!",NULL,NULL
No,Yes,Passive,8,3,3,6,N,1,Standard,0,3,213.96,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,99,8,8,7,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,"Easy, speedy, and great quality",NULL,NULL
No,Yes,Passive,8,3,3,6,N,1,Standard,0,1,29.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,5,5,8,9,7,NULL,NULL,No,NULL,NULL,NULL,Price & Value,NULL,NULL,NULL
No,Yes,Promoter,10,2,3,5,N,1,Standard,0,4,124.91,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,8,8,10,7,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Enjoy the opportunity to find online what is not available in stores.  The convenient of getting same discounts as if i was in a store.,NULL,NULL
No,Yes,Passive,8,2,3,5,N,2,Premium (2 Day),0,2,144.49,,,,Y,,,UPS,When expected,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,9,9,10,9,8,10,10,10,Yes by phone,1 time,Very low effort,NULL,Price & Value,NULL,NULL,NULL
No,No,Promoter,10,1,3,4,N,2,Standard,9.95,1,44.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,5,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Detractor,5,0,3,3,N,1,Standard,0,3,148.47,Y,,,,,,UPS,When expected,NULL,Yes,NULL,No,Security sensor was not removed,Yes,7,2,6,6,8,8,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,Don't buy online,Why buy online when you have to go back to store to have the sensor removed wasted my time and gas,NULL
No,No,Promoter,9,2,3,5,N,1,Standard,0,1,39.99,,,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,9,9,9,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,Always pleased.,NULL,NULL
No,Yes,Promoter,10,1,3,4,N,1,Standard,0,4,523,Y,Y,,,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,8,NULL,NULL,9,9,8,9,Yes by phone,1 time,Low effort,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Detractor,0,3,3,6,N,1,Standard,0,12,44.88,,,,Y,,,UPS,When expected,NULL,No,Received item matched invoice but not ordered,No,Item damaged due to improper packing,Yes,10,10,6,10,9,5,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,"I ordered 12 Mugs , out of 12, 5 were broken or crack and 2 were of different style , I had to go to Company's store for return and exchange, they did not have 7 mug of the same style available , then i had to pick two different styles to complete the number. It was a bad experience.",the order should have been packed more carefully confirming the safety and accuracy of the items shipped.,NULL
No,No,Promoter,10,0,3,3,N,3,Standard,9.95,2,43.18,Y,,,,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,99,10,99,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,NULL
No,Yes,Detractor,3,3,3,6,N,1,Standard,0,2,233.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,0,2,99,0,5,8,NULL,NULL,No,NULL,NULL,NULL,Price & Value,"I have been a customer of Company's for many years and have been pleased with the service.  However, I purchased two coats the week before Thanksgiving during the 'Lowest prices of the season' sale.  You can imagine my dismay when, within a few days, both coats went on sale (one at $50.00 less than I paid). I am extremely disappointed.","I have been a customer of Company's for many years and have been pleased with the service.  However, I purchased two coats the week before Thanksgiving during the 'Lowest prices of the season' sale.  You can imagine my dismay when, within a few days, both coats went on sale (one at $50.00 less than I paid). I am extremely disappointed.",NULL
No,Yes,Promoter,10,1,4,5,N,1,Standard,0,1,21.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,1,99,10,10,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,Keep up the good work - was pleased (overall) with my shopping experience.,NULL
No,No,Detractor,0,0,4,4,N,1,Standard,0,1,119.99,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,0,0,6,99,10,0,0,Yes by phone,2 or more times,Very high effort,NULL,Customer Support,"When I tried to place an order on Companys.com it kept telling me that my correct credit card information was wrong. When I called costumer service I was told that I would be on hold for no more than 10 minutes. My 10 minutes then turned into 40 minutes, I hung up because of how ridiculously long I had been waiting. When I called costumer service a few hours later TWO associates hung up on me when I explained the situation to them. At this point not only was this ridiculous, but incredibly rude. The chances of me continuing to shop at Company's are very slim.","I think that if you want costumers to continue to shop at Company's you need to really look at the people who are working in your costumer service department. It is so unbelievably rude that I had TWO associates hang up on me right after I explained that your website was not recognizing my debit cards security code. I would recommend that you treat your costumers with respect and until then I will not be shopping at Company's. If you would like more information you can contact me by phone at 435-650-2609, or email me at alexis.matthews5@gmail.com",NULL
No,Yes,Promoter,10,0,4,4,N,4,Standard,0,8,209.5,Y,,Y,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,3,3,8,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Easy online shopping, great sales, easy returns.",NULL,NULL
No,No,Promoter,10,1,4,5,N,1,Standard,0,5,45.46,,,,,Y,,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,7,99,0,10,5,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,0,3,3,N,2,Standard,0,8,261.02,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,best price on Kids Ralph Lauren items than anywhere else,NULL
No,Yes,Detractor,5,0,3,3,N,2,Standard,0,3,31.49,,,,Y,,,UPS,When expected,NULL,No,Item(s) on  backorder,No,Manufacturer box / packing inside damaged,No,6,6,6,6,5,5,NULL,5,Yes by email,Issue still unresolved,Low effort,NULL,Product Delivery,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,3,249.4,Y,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,99,10,10,10,10,Yes by phone,1 time,Very high effort,Customer Support,NULL,NULL,NULL,NULL
No,No,Promoter,9,1,4,5,N,2,Standard,0,6,145.94,,,,Y,,,UPS,Later than expected,Longer than expected for multiple shipments,Yes,NULL,Yes,NULL,No,10,99,99,10,99,7,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"I understand that there are limits to boxing and shipping, but separating a large order is not very wonderful when you have multiple shipments ordered on the same day, but shipped days apart.  We were traveling over the Thanksgiving holidays and due to multiple deliveries our neighbors were running back and forth retrieving our shipments.   Can't you manage to send them out at the same time, so they can arrive together?   Other than that the merchandise arrived unharmed.  Thank-you","Please try to send multiple boxes at the same time so they will arrive together, otherwise there is no way to help this problem.",Wolfgang Puck stainless steel mixing bowls with lids
No,Yes,Promoter,9,0,4,4,N,1,Standard,0,3,125,,Y,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,9,6,9,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,2,4,6,N,1,Standard,0,2,311.18,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,6,10,10,10,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,1,4,5,N,4,Standard,0,15,181.3,Y,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,9,9,99,9,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,"Shopping at home, what could be easier!?",NULL,NULL
No,No,Promoter,10,0,4,4,N,2,Standard,0,2,41.98,Y,,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,99,99,9,9,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,Packages arrived in a timely manner and product was nice quality.,NULL,NULL
No,Yes,Promoter,9,2,4,6,N,1,Standard,0,7,77.93,,,,Y,,,UPS,When expected,NULL,No,Received item did not match invoice,Yes,NULL,Yes,9,5,9,10,9,9,8,10,Yes by phone,2 or more times,Low effort,Price & Value,NULL,good price/easy return,NULL,not available
No,No,Promoter,10,1,4,5,N,1,Standard,0,1,29.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,99,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,4,5,N,2,Standard,0,4,411.99,,Y,,,,,Smart Post,When expected,NULL,Yes,NULL,No,Not working properly / manufacturer's defect,Yes,6,5,5,6,10,9,99,10,Yes by phone,1 time,Low effort,Website Shopping Experience,NULL,NULL,"I received the replacement item, but I was also charged again, and I was told that I will have to return the item in person, at the store. If I wanted to go to the store, I would not have ordered the item online! Also when the replacement came, it is a slightly different color than the first one, and also appears to be rather flimsy. I am not sure that I am going to keep them either.","emerald and diamond earring were not available, but continued to be on the websirte"
No,Yes,Promoter,10,1,4,5,N,2,Standard,0,3,125.97,Y,,,,,,UPS,When expected,NULL,Cannot Answer,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,99,Yes by email,2 or more times,Moderate effort,Price & Value,NULL,NULL,NULL,NULL
No,No,Promoter,9,1,4,5,N,1,Standard,0,12,119.88,,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Cannot Answer,NULL,Yes,10,99,99,10,99,10,7,5,Yes by phone,1 time,Moderate effort,Product Selection & Availability,NULL,Ease of ordering,"I ordered 18 of the same ornament. I give them to all my siblings and nieces and nephews with the year every year. .COM would not allow 18, stated maxed number. When I called customer service it took some effort but the woman who assisted me was FINALLY able to submit FULL order. Very happy???. Hoping all 18 ornaments are ok (not broken). Too many to open...love the box, easy to wrap. Most likely order again next year, love the price, ornament larger than expected also another plus.",NULL
No,Yes,Detractor,2,2,4,6,N,1,Standard,0,1,47.6,,,,,,Y,UPS,When expected,NULL,Yes,NULL,No,Manufacturer box / packing inside damaged,Yes,5,0,4,2,1,5,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,"Received the order. You could tell the shoes had been a returned which is normally fine. However, the paper and forms that are supposed to be in the boots was thrown in the box and spilling out the sides along with the previous customers return credit slip! A previous Companys.com order was placed and gift wrapping paid for. It involved two designer purses each to be gift wrapped. They arrived, one wrapped in a crushed box ad the other not wrapped at all! Then the audacity of the ""I wrapped this with care card""!!",NULL,NULL
No,No,Promoter,10,1,4,5,N,1,Standard,0,1,35.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,7,10,10,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,NULL,NULL
